HCT						
C3	18.71	10.16	28.96	38.13	56.18	-47.76
C4	23.92	15.79	35.53	46.7	43.9	-42.94
C5	32	26.58	44.46	58.58	24.69	-34.17
C6	42.1	42.38	53.55	71.13	3.75	-22.94
C7	52.54	61.16	61.03	82.46	-16.03	-11.12
C8	47.05	56.32	35.49	79.8	-19.28	14.19
C9	36.72	37.95	31.23	67.98	0.43	0.12
C10	27.83	23.93	26.51	56.02	20.02	-12.83
C11	20.73	14.25	21.92	44.59	38.37	-24.13
C12	16.3	9.25	18.45	36.47	50.31	-30.93
C13	12.18	5.81	14.48	28.92	57.23	-34.52
C14	51.22	41.39	50.72	70.45	32.32	-21.02
C15	40.15	35.37	49.43	66.03	19.77	-27.18
C16	29.64	28.89	46.99	60.69	6.91	-33.58
C17	37.02	42.1	54.23	70.94	-11.33	-24.01
C18	42.42	52.65	58.47	77.67	-23.46	-16.84
C19	38.58	49.49	40.32	75.75	-27.06	0.65
C20	35.05	45.6	24.43	73.28	-28.01	20.62
C21	49.65	57.19	25.17	80.28	-14.25	31.37
C22	65.14	67.8	25.56	85.9	-0.5	40.37
C23	54.55	51.46	23.55	76.96	12.86	28.59
C24	43.66	35.91	20.87	66.45	28.57	15.66
C25	47.35	38.69	34.73	68.53	30.13	-4.15
C26	61.35	63.51	58.35	83.71	0.26	-6.28
C27	64.91	67.29	55.61	85.65	0.06	-0.1
C28	66.32	69.66	49.91	86.83	-1.88	8.14
C29	20.47	20.93	17.48	52.87	1.45	-0.49
D2	8.95	4.02	21.12	23.74	55.07	-58.48
D3	12.2	6.96	27.32	31.71	45.36	-56.12
D4	15.99	11.56	33.39	40.52	31.09	-50.5
D5	21.83	20.34	41.57	52.22	10.72	-41.54
D6	28.95	33.12	50.04	64.26	-11.16	-30.92
D7	35.5	46.37	56.23	73.79	-28.65	-21.21
D8	30.8	42.38	33.53	71.13	-33.75	2.08
D9	24.68	29.88	30.03	61.55	-16.8	-9.09
D10	18.22	18.08	25.51	49.59	4.18	-22.17
D11	13.35	10.34	21.28	38.45	23.93	-33.42
D12	10.23	6.3	17.76	30.16	37.71	-40.27
D13	7.39	3.6	13.8	22.29	47.38	-44.2
D14	39.55	26.65	41.45	58.65	49.74	-30.3
D15	24.64	19	39.34	50.69	29.83	-41.27
D16	15.3	13.58	36.2	43.62	13.68	-49.18
D17	22.01	25.7	45.64	57.75	-12.3	-37.04
D18	28.65	39.62	53.24	69.2	-33.59	-25.95
D19	23.42	35.08	27.52	65.81	-40.67	2.34
D20	20.25	30.92	12.67	62.44	-40.93	28.13
D21	36.61	45.05	13.26	72.92	-21.22	44.57
D22	61.14	62.19	13.71	83.01	2.77	60.75
D23	43.97	37.42	11.49	67.59	24.56	40.44
D24	31.74	22.15	9.47	54.19	42.72	23.81
D25	34.72	24.04	21.34	56.12	44.82	-3.08
D26	57.06	56.69	50.21	80	5.96	-3.97
D27	54	55.65	46.46	79.42	0.86	-0.66
D28	51.31	54.42	43.07	78.71	-3.03	2.24
E2	5.76	2.49	19.56	17.88	49.4	-65.38
E3	8	4.78	25.43	26.09	36.72	-62.55
E4	10.49	8.32	30.84	34.63	20.43	-56.78
E5	14.67	15.62	38.2	46.48	-2.36	-47.02
E6	19.4	25.18	45.28	57.25	-22.76	-37.46
E7	23.17	33.84	50.2	64.84	-37.59	-30.11
E8	19.57	30.99	31.43	62.5	-44.52	-9.64
E9	15.95	22.59	28.35	54.65	-30.05	-18.29
E10	11.77	13.7	24.36	43.81	-9.74	-30.06
E11	8.4	7.41	20.22	32.73	11.62	-41.16
E12	6.33	4.22	16.92	24.39	27.61	-48.31
E13	4.49	2.18	13.2	16.38	40.24	-52.75
E14	30.64	17.12	33.44	48.4	63.58	-36.98
E15	15.49	9.74	30.65	37.37	41.75	-51.77
E16	8.06	5.68	27.27	28.6	26.33	-61.39
E17	13.85	16.19	38.43	47.22	-10.63	-46.04
E18	20.33	30.62	48.1	62.19	-39.43	-32.29
E19	14.78	25.73	19.53	57.78	-50.39	3.49
E20	11.97	21.49	6.64	53.49	-50.11	33.43
E21	28.2	36.5	7.23	66.9	-25.43	54.1
E22	58.12	57.6	7.61	80.52	6.34	76.05
E23	36.51	28.4	5.77	60.25	33.1	49.05
E24	23.44	13.77	4.13	43.9	53.89	29.56
E25	25.93	15.14	13.26	45.82	56.25	-2.16
E26	46.15	49.86	43.47	75.98	-5.36	-2.95
E27	45.1	46.82	38.58	74.07	-0.12	0.06
E28	43.13	42.85	33.28	71.46	5.44	3
F2	4.44	1.89	18.26	14.88	46.11	-67.75
F3	6.16	3.78	23.87	22.92	32.12	-65.2
F4	8.08	6.84	28.8	31.44	14.32	-59.04
F5	11.17	12.78	35.26	42.44	-8.13	-49.91
F6	14.65	20.53	41.34	52.44	-28.19	-40.87
F7	17.31	27	45.57	58.98	-41.13	-34.84
F8	14.27	24.64	29.67	56.73	-49.02	-16.84
F9	11.74	18.31	26.82	49.86	-36.07	-23.96
F10	8.75	11.26	23.25	40.01	-16.73	-34.56
F11	6.21	5.97	19.33	29.34	5.06	-45.14
F12	4.64	3.25	16.13	21.01	22.37	-52.28
F13	3.35	1.62	12.61	13.33	36.67	-56.37
F14	24.57	11.86	27.16	40.99	71.36	-39.85
F15	9.58	4.9	24.27	26.45	48.56	-59.83
F16	4.82	2.5	20.63	17.92	37.99	-67.51
F17	9.39	10.49	32.68	38.7	-5.72	-52.58
F18	15.26	24.36	43.27	56.45	-41.83	-36.4
F19	9.6	19.24	13.53	50.97	-56.94	5.98
F20	7.43	15.38	3.53	46.15	-55.13	37.2
F21	20.82	28.75	3.99	60.56	-30.07	59.13
F22	55.51	53.48	4.36	78.16	10.08	87.28
F23	31.02	21.94	2.84	53.96	41.05	55.57
F24	18.4	9.56	1.73	37.04	59.21	36.26
F25	20.38	10.54	8.15	38.79	61.68	2
F26	34.49	35.52	33.81	66.15	0.82	-6.91
F27	35.65	36.74	30.58	67.08	0.77	-0.43
F28	37.32	38.95	27.93	68.72	-0.78	6.68
G2	3.32	1.38	16	11.85	42.7	-67.76
G3	4.47	2.82	20.72	19.33	27.29	-65.27
G4	5.77	5.19	25.05	27.26	9.16	-59.85
G5	7.76	9.57	30.13	37.06	-12.81	-51.49
G6	9.92	14.97	34.82	45.6	-31.21	-43.82
G7	11.44	19.07	37.79	50.77	-42.1	-39.05
G8	9.29	17.51	26.01	48.9	-50.51	-24.23
G9	7.82	13.39	23.68	43.35	-39.43	-29.62
G10	5.94	8.43	20.67	34.86	-21.69	-38.41
G11	4.28	4.42	17.28	25	0.32	-48.09
G12	3.28	2.37	14.48	17.31	18.44	-54.57
G13	2.43	1.17	11.24	10.3	33.26	-57.58
G14	16.5	7.58	19.01	33.09	66	-37.97
G15	5.7	2.61	16.96	18.41	46.45	-58.72
G16	2.91	1.26	13.85	10.96	39.42	-63.85
G17	5.55	5.77	22.81	28.83	-0.22	-53
G18	9.92	16.85	31.61	48.07	-41.92	-34.8
G19	5.55	12.59	8.66	42.14	-57.6	5.9
G20	4.01	9.46	2.01	36.85	-54.63	33.12
G21	13.23	19.19	2.37	50.91	-30.52	54.13
G22	40.46	38.34	2.67	68.27	11.12	81.55
G23	22.13	14.94	1.55	45.55	40.85	52.92
G24	12.35	6.19	0.85	29.88	54.31	35.63
G25	13.53	6.75	4.78	31.23	56.27	4.02
G26	30.69	30.36	27.22	61.97	5.34	-3.77
G27	28.72	29.64	24.78	61.34	0.54	-0.6
G28	27.5	29.26	23.15	61.01	-2.84	1.85
H2	0.99	0.78	3.29	7.01	9.5	-28.69
H3	1.4	1.63	4.14	13.39	-4.63	-23.13
H4	2.02	3.17	4.96	20.72	-20.34	-15.04
H5	3.13	6.19	5.88	29.88	-38.21	-3.84
H6	4.52	10.07	6.81	37.97	-52.34	5.95
H7	5.75	13.57	7.67	43.6	-61.56	12.17
H8	7.19	15.5	14.75	46.31	-58.15	-5.24
H9	5.81	11.61	13.37	40.59	-47.87	-11.48
H10	4.2	7.13	11.62	32.11	-31.46	-21.13
H11	2.91	3.75	9.81	22.82	-11.65	-31.41
H12	2.15	1.97	8.32	15.32	5.8	-39.08
H13	1.57	0.94	6.56	8.49	21.19	-43.78
H14	8.6	4.32	10.63	24.69	48.02	-30.87
H15	3.5	1.85	9.72	14.67	33.39	-45.17
H16	1.94	1.03	8.6	9.22	27.17	-50.63
H17	3.19	3.37	12.34	21.48	-1.02	-41.55
H18	5.69	9.8	16.46	37.48	-35.85	-24.66
H19	3.56	7.64	5.4	33.23	-45.73	4.25
H20	2.69	6	1.65	29.41	-44.12	23.99
H21	7.32	10.51	1.85	38.74	-24.22	37.93
H22	18.56	18.19	2.02	49.73	5.4	55.26
H23	10.94	7.77	1.28	33.5	28.67	35.47
H24	6.68	3.63	0.83	22.41	39.8	23.01
H25	7.1	3.83	3.19	23.11	41.02	-0.18
H26	24.29	26.04	22.75	58.08	-3.49	-2.47
H27	23.48	24.29	20.22	56.38	0.24	-0.37
H28	22.62	22.55	17.89	54.6	4.07	1.57
I2	1.7	1.18	3.53	10.44	16.2	-24.38
I3	2.48	2.37	4.41	17.33	3.85	-17.89
I4	3.53	4.46	5.24	25.13	-11.21	-8.89
I5	5.44	8.65	6.28	35.3	-29.34	3.68
I6	7.79	14.13	7.39	44.42	-44.25	14.69
I7	10.11	19.69	8.31	51.48	-55.1	23.27
I8	11.68	21.99	16.17	54.01	-54.37	4.53
I9	9.32	16.05	14.62	47.04	-42.26	-3.65
I10	6.71	9.79	12.68	37.46	-24.8	-14.96
I11	4.52	5.06	10.65	26.9	-4.6	-27.12
I12	3.31	2.75	9.03	18.99	11.59	-35.32
I13	2.35	1.38	7.16	11.8	25.18	-40.63
I14	4.23	2.39	5.56	17.4	32.36	-23.8
I15	2.2	1.38	5.29	11.8	21.93	-32.11
I16	1.24	0.84	4.78	7.61	15.42	-36.69
I17	1.88	2.11	6.36	16.07	-3.59	-29.82
I18	2.99	4.98	7.83	26.67	-26.83	-17.67
I19	2.17	4.21	3.47	24.34	-32.68	-0.03
I20	1.71	3.46	1.34	21.8	-32.42	14.46
I21	3.94	5.38	1.43	27.79	-16.55	23.72
I22	7.92	8.05	1.52	34.09	1.41	33.56
I23	5.15	3.98	1.09	23.61	17.54	20.96
I24	3.3	2	0.79	15.46	26.66	11.86
I25	3.58	2.15	2.27	16.28	27.68	-4.73
I26	19.11	19.56	18.17	51.33	1.31	-4.69
I27	19.85	20.29	17.14	52.17	1.39	-0.94
I28	20.01	20.69	15.28	52.61	0.31	4.29
J2	2.8	1.75	3.61	14.13	23.83	-18.56
J3	4.02	3.29	4.51	21.16	13.2	-11.84
J4	5.59	5.83	5.36	28.98	-0.42	-2.86
J5	8.25	10.85	6.54	39.33	-18.16	9.5
J6	11.68	17.9	7.64	49.37	-34.4	22.22
J7	14.98	25.09	8.67	57.17	-46.55	31.78
J8	16.82	27.93	17.1	59.82	-47.47	12.37
J9	13.34	20.1	15.23	51.95	-34.29	3.28
J10	9.64	12.22	13.16	41.57	-16.04	-9.22
J11	6.66	6.5	11.06	30.64	4.13	-21.93
J12	4.87	3.64	9.34	22.43	19.23	-30.5
J13	3.45	1.93	7.41	15.13	30.56	-35.9
J14	2.01	1.35	2.69	11.63	18.46	-16.25
J15	1.39	1.03	2.65	9.26	12.96	-20.05
J16	0.83	0.71	2.47	6.38	6.07	-23.51
J17	1.11	1.29	3.01	11.23	-4.32	-19.38
J18	1.44	2.11	3.42	16.04	-14.87	-13.95
J19	1.19	1.9	2.04	14.98	-17.9	-4.81
J20	1	1.66	1.02	13.6	-18.58	4.76
J21	1.99	2.4	1.08	17.46	-7.06	10.56
J22	3.1	3.16	1.15	20.67	0.99	15.02
J23	2.36	2.02	0.94	15.61	9.04	9.5
J24	1.66	1.18	0.75	10.37	15.49	3.77
J25	1.8	1.25	1.52	10.92	16.54	-6.46
J26	16.76	16.6	14.63	47.75	4.24	-2.45
J27	15.99	16.43	13.59	47.53	0.83	-0.1
J28	14.89	15.67	12.47	46.54	-1.29	1.3
K2	5.65	3.16	3.76	20.66	36.22	-8.22
K3	7.76	5.29	4.64	27.54	28.16	-1.55
K4	10.28	8.58	5.55	35.17	16.53	6.86
K5	14.41	15.08	6.75	45.74	-0.77	19.63
K6	19.76	24.28	7.89	56.37	-17.15	33.28
K7	25.5	34.9	9.07	65.67	-31.09	45
K8	27.68	38.49	17.82	68.38	-33.9	25.49
K9	21.71	26.74	15.79	58.73	-17.93	13.58
K10	15.88	16.3	13.63	47.37	0.95	-0.5
K11	11.46	9.35	11.41	36.65	18.94	-12.65
K12	8.81	5.78	9.74	28.85	31.9	-20.81
K13	6.38	3.37	7.79	21.46	40.82	-26.49
K14	1	0.83	1.25	7.53	7.6	-8.98
K15	0.8	0.73	1.23	6.62	3.88	-10.24
K16	0.59	0.6	1.19	5.38	0.71	-11.88
K17	0.67	0.75	1.3	6.77	-1.98	-10.92
K18	0.77	0.95	1.4	8.57	-5.95	-9.09
K19	0.7	0.88	1.08	7.93	-6.11	-5.91
K20	0.66	0.85	0.81	7.66	-6.52	-2.08
K21	0.94	1.04	0.85	9.33	-2.41	0.17
K22	1.19	1.21	0.87	10.6	0.9	2.05
K23	1.03	0.96	0.8	8.64	3.96	-0.11
K24	0.88	0.76	0.71	6.87	5.99	-1.54
K25	0.92	0.79	0.95	7.13	6.51	-5.35
K26	13.12	14.1	12.35	44.37	-3.05	-2.11
K27	12.38	12.73	10.7	42.35	0.75	-0.63
K28	12.14	12.11	9.49	41.38	3.28	1.66
L1	74.5	76.94	64.3	90.29	0.66	-0.8
L2	10.22	5.29	3.89	27.56	48.92	2.81
L3	13.54	8.13	4.81	34.26	43.24	9.1
L4	17.39	12.4	5.69	41.85	33.15	17.74
L5	23.29	20.27	6.88	52.14	17.66	30.12
L6	31.01	31.82	8.09	63.19	1.22	44.31
L7	40.18	46.56	9.35	73.91	-14.05	58.23
L8	42.72	50.88	18.31	76.61	-18.01	38.56
L9	33.47	34.96	16.36	65.72	-0.84	24.27
L10	24.95	21.75	14.02	53.76	17.91	9.5
L11	18.67	13.21	11.76	43.07	34.64	-2.62
L12	14.53	8.6	9.99	35.19	45.41	-10.68
L13	10.86	5.47	7.97	28.03	51.73	-15.86
L14	74.34	76.75	64.19	90.21	0.69	-0.84
L15	0.47	0.51	0.51	4.61	-0.77	-1.67
L16	20.2	20.72	17.49	52.64	1.13	-0.92
L26	9.1	9.36	9.31	36.66	0.68	-5.87
L27	9.27	9.65	8.28	37.2	-0.22	-1.23
L28	9.68	10.21	7.58	38.22	-1.31	3.24
L29	0.47	0.5	0.52	4.52	-0.43	-2.02
M2	16.75	8.15	4	34.3	62.16	13.8
M3	21.49	11.86	4.99	40.99	57.49	19.73
M4	26.77	16.96	5.87	48.2	49.43	27.82
M5	35.13	26.53	7.12	58.53	35.84	40.12
M6	46.07	40.59	8.35	69.89	20.69	54.87
M7	59.26	59.39	9.56	81.5	4.82	70.61
M8	63.02	64.91	18.74	84.44	0.99	51.14
M9	48.91	43.83	16.57	72.11	18.96	34.78
M10	37.28	28.3	14.24	60.16	35.96	19.96
M11	28.51	18.02	12.14	49.52	50.67	7.37
M12	23.02	12.69	10.29	42.29	58.96	0.58
M13	17.76	8.5	8.25	35.01	64.63	-4.9
M14	37.05	32.46	35.19	63.72	19.87	-13.12
M15	31.72	29.15	34.33	60.92	13.6	-16.7
M16	25.05	24.97	33.57	57.05	4.18	-22.26
M17	30.14	33.83	37.39	64.83	-9.06	-14.27
M18	32.82	39.12	39.08	68.84	-16.56	-9.63
M19	31.27	37.8	31.77	67.87	-17.99	-0.91
M20	28.88	35.3	21.7	65.98	-18.82	13.2
M21	37.17	41.23	21.98	70.34	-8.26	20.16
M22	42.79	44.8	22.1	72.76	-1.2	24.11
M23	38.85	38.37	21.01	68.29	5.97	18.55
M24	32.57	28.81	19.04	60.62	17.98	9.42
M25	35.02	30.87	28.45	62.4	18.81	-5.09
M26	7.74	7.69	7.3	33.33	3.1	-4.08
M27	7	7.34	6.39	32.56	-0.72	-1.54
M28	6.55	7.07	5.83	31.96	-2.7	0.03
N2	16.07	7.87	2.07	33.72	60.85	27.13
N3	20.87	11.5	2.66	40.41	57.02	33.57
N4	25.78	16.16	3.19	47.18	49.79	41.3
N5	33.91	25.23	3.97	57.3	37.01	53.62
N6	44.35	38.34	4.81	68.27	22.73	67.75
N7	56.84	55.45	5.59	79.3	8.48	82.75
N8	53.36	50.34	2.94	76.28	12.77	93.28
N9	41.68	34.86	2.44	65.64	26.16	78.9
N10	32.17	23.36	1.92	55.45	38.84	66.08
N11	24.72	15.26	1.46	45.99	50.42	54.72
N12	19.86	10.87	1.18	39.36	56.67	46.9
N13	15.46	7.58	0.9	33.1	59.99	40.32
N14	35.01	32.7	32.19	63.92	12.21	-8.35
N15	32.31	31.09	32.09	62.58	8.58	-10.52
N16	27.67	28.09	31.43	59.97	2.38	-14.02
N17	31.11	34.03	33.61	64.98	-6.14	-8.65
N18	32.86	37.3	34.54	67.5	-10.67	-5.66
N19	32.09	36.69	30.88	67.04	-11.44	-0.97
N20	30.44	34.88	24.14	65.65	-11.48	7.99
N21	35.81	38.82	24.38	68.62	-5.34	12.66
N22	38.67	40.53	24.56	69.85	-1.31	14.47
N23	36.47	36.85	23.75	67.16	3.13	11.32
N24	32.44	30.53	22.45	62.11	11.06	5.07
N25	33.99	31.88	28.41	63.25	11.63	-3.56
N26	5.69	6.12	5.65	29.72	-2.37	-3.02
N27	5.17	5.39	4.76	27.81	-0.28	-1.77
N28	4.94	4.93	4.28	26.53	2.32	-1.23
O2	9.76	5.09	2.04	26.99	47.75	15.89
O3	13.05	7.91	2.58	33.79	42.15	22.84
O4	16.75	11.9	3.13	41.06	33.04	31.16
O5	22.33	19.18	3.9	50.89	18.7	43.05
O6	29.68	29.9	4.71	61.56	3.28	56.73
O7	38.35	43.25	5.47	71.73	-10.44	70.3
O8	36.27	39.32	2.84	68.98	-5.37	81.47
O9	28.5	27.53	2.37	59.46	7.8	68.85
O10	21.6	18.01	1.89	49.5	21.35	56.15
O11	15.9	11	1.43	39.57	34.62	44.07
O12	12.63	7.55	1.15	33.03	42.55	36.46
O13	9.33	4.87	0.87	26.37	46.93	29.19
O14	33.54	33.37	29.67	64.46	4.82	-3.5
O15	32.49	32.7	29.62	63.92	3.46	-4.36
O16	30.04	31.1	29.37	62.59	0.2	-6.24
O17	31.59	33.8	30.13	64.8	-3.59	-3.65
O18	32.13	34.85	30.35	65.63	-5.21	-2.57
O19	31.97	34.67	29.09	65.49	-5.17	-0.81
O20	31.02	33.62	26.08	64.66	-5.07	2.82
O21	33.75	35.69	26.24	66.28	-2.29	5.34
O22	34.73	36.28	26.29	66.74	-0.87	6.04
O23	33.99	35	25.95	65.75	0.82	4.93
O24	32.2	32.08	25.06	63.41	4.64	2.46
O25	33.17	32.95	28.3	64.12	5.03	-1.87
O26	4.19	4.27	4.32	24.54	1.07	-4.95
O27	4.14	4.25	3.8	24.47	0.73	-1.92
O28	4.17	4.3	3.5	24.63	0.34	0.27
P2	5.24	2.99	1.97	19.98	34.33	4.42
P3	7.33	5.04	2.49	26.86	27.1	11.58
P4	9.66	8.09	3.02	34.16	16	20.07
P5	13.56	14.01	3.74	44.25	0.31	32.55
P6	18.53	22.42	4.53	54.47	-15.21	45.51
P7	23.91	32.08	5.24	63.41	-28.16	57.12
P8	22.89	29.28	2.68	61.03	-22.4	69.02
P9	17.45	20.2	2.22	52.06	-10.55	57.37
P10	12.83	12.77	1.79	42.41	3.5	44.97
P11	9.12	7.37	1.36	32.64	18.16	32.97
P12	6.95	4.72	1.09	25.91	27.47	25
P13	5.03	2.88	0.86	19.54	33.63	17.66
P14	13.33	8.99	14.77	35.96	34.55	-23.15
P15	9.73	7.05	14.37	31.91	26.28	-29.1
P16	5.24	4.46	13.47	25.14	12.05	-38.38
P17	8.45	10.66	17.28	39.01	-14.97	-23.95
P18	10.39	14.91	18.95	45.51	-27.16	-16.44
P19	9.12	13.81	12.54	43.96	-30.62	-3.36
P20	7.55	11.84	5.28	40.96	-31.64	18.21
P21	14.81	17.4	5.55	48.76	-11.36	30.3
P22	20.23	20.96	5.64	52.9	0.1	37.04
P23	16.53	15.24	4.99	45.96	10.69	28.3
P24	10.95	7.63	3.84	33.19	30.11	12.84
P25	12.1	8.33	9.46	34.67	31.95	-9.81
P26	3.59	3.59	3.39	22.26	2.04	-3.03
P27	3.33	3.39	3.09	21.55	0.91	-2.15
P28	3.17	3.3	2.91	21.22	-0.19	-1.41
Q2	2.53	1.67	1.92	13.63	20.88	-5.98
Q3	3.65	3.08	2.43	20.36	11.2	0.96
Q4	5.07	5.38	2.94	27.8	-1.42	9.69
Q5	7.6	9.99	3.62	37.83	-17.6	22.27
Q6	10.89	16.51	4.38	47.64	-32.63	34.54
Q7	14.11	23.22	5.02	55.3	-43.87	44.24
Q8	13.21	20.87	2.53	52.81	-38.87	56.08
Q9	9.98	14.55	2.12	45.02	-28.21	46.16
Q10	7.03	8.95	1.7	35.88	-14.74	34.58
Q11	4.71	4.87	1.3	26.35	0.25	22.86
Q12	3.36	2.8	1.05	19.23	11.49	13.99
Q13	2.24	1.49	0.8	12.57	19.59	6.6
Q14	11.93	9.21	12.34	36.38	23.41	-15.87
Q15	9.54	7.89	12.14	33.75	16.78	-19.8
Q16	6.2	5.88	11.8	29.12	5.83	-26.81
Q17	8.34	9.96	13.63	37.77	-10.64	-17.05
Q18	9.6	12.56	14.45	42.09	-18.66	-11.74
Q19	9	12.1	11.24	41.37	-20.47	-3.99
Q20	7.88	10.8	6.2	39.25	-21.17	10.86
Q21	12.56	14.23	6.35	44.56	-7.55	19.32
Q22	15.76	16.3	6.51	47.37	0.26	23.48
Q23	13.77	13.12	6.03	42.94	7.33	18.01
Q24	10.43	8.22	5.1	34.43	20.84	7.84
Q25	11.34	8.84	9.37	35.67	22.29	-7.77
Q26	2.76	2.87	2.84	19.52	-0.16	-3.81
Q27	2.65	2.67	2.47	18.69	1.32	-2.3
Q28	2.55	2.51	2.22	17.95	2.61	-1.39
R2	1.4	1.07	1.86	9.58	11.68	-12.37
R3	2.08	2.13	2.33	16.17	0.49	-5.42
R4	3.05	4	2.85	23.68	-12.8	3.25
R5	4.74	7.65	3.5	33.24	-29.03	15.13
R6	7	12.79	4.18	42.45	-43.37	26.78
R7	9.2	17.92	4.79	49.4	-53.4	35.31
R8	8.39	15.87	2.39	46.81	-49.13	46.9
R9	6.41	11.3	2.04	40.09	-39.18	38.43
R10	4.26	6.73	1.62	31.17	-26.52	27.33
R11	2.68	3.47	1.25	21.83	-11.63	15.76
R12	1.83	1.91	1.02	15.01	-0.24	7.26
R13	1.16	0.92	0.78	8.35	9.73	-0.36
R14	10.33	9.55	10.25	37.02	8.98	-8.38
R15	9.22	8.79	10.16	35.58	6.28	-10.57
R16	7.61	7.82	10.07	33.6	0.72	-13.69
R17	8.7	9.82	10.71	37.53	-6.47	-8.99
R18	9.19	10.75	10.91	39.16	-9.41	-6.79
R19	8.93	10.53	9.6	38.79	-9.96	-3.2
R20	8.54	10.15	7.66	38.1	-10.35	2.73
R21	10.44	11.4	7.73	40.25	-4.16	6.13
R22	11.59	12.18	7.75	41.51	-1.14	8.23
R23	10.95	11.09	7.57	39.73	1.89	5.88
R24	9.63	8.93	7.05	35.85	8.48	1.29
R25	10.01	9.24	8.86	36.44	8.93	-4.67
R26	2.07	2.07	2.13	15.86	1.55	-4.16
R27	2.08	2.1	1.96	16.01	1.31	-2.34
R28	2.1	2.14	1.77	16.19	0.88	-0.05
S2	0.71	0.67	1.71	6.01	2.84	-17.02
S3	1.06	1.43	2.19	12.15	-10.04	-11.15
S4	1.63	2.85	2.68	19.42	-24.22	-2.72
S5	2.64	5.52	3.28	28.16	-39.72	7.84
S6	3.93	9.05	3.89	36.08	-52.47	17.57
S7	5.12	12.38	4.39	41.81	-61.22	24.45
S8	4.54	10.84	2.15	39.31	-57.8	36.04
S9	3.36	7.75	1.85	33.46	-49.83	28.85
S10	2.21	4.71	1.52	25.89	-38.48	19.45
S11	1.27	2.31	1.17	17.03	-24.15	8.55
S12	0.83	1.21	0.95	10.6	-12.23	0.66
S13	0.53	0.57	0.72	5.13	-0.59	-4.69
S14	3.21	2.63	3.73	18.48	12.23	-11.83
S15	2.71	2.3	3.67	17	9.76	-13.95
S16	2.01	1.9	3.61	14.96	4.22	-17.09
S17	2.45	2.74	4	18.96	-3.67	-12.68
S18	2.77	3.38	4.2	21.51	-8.62	-9.45
S19	2.64	3.26	3.53	21.05	-9.08	-6.04
S20	2.42	3.07	2.28	20.33	-10.09	2.14
S21	3.33	3.65	2.34	22.47	-3	5.34
S22	3.89	4.05	2.37	23.84	-0.23	7.44
S23	3.47	3.33	2.22	21.32	4.27	4.41
S24	2.83	2.35	1.97	17.23	11.03	-0.28
S25	3	2.45	3.06	17.71	11.93	-8.57
S26	1.73	1.71	1.62	13.87	2.25	-2.46
S27	1.58	1.58	1.48	13.08	1.55	-2.22
S28	1.56	1.59	1.45	13.14	0.82	-1.8
T1	19.96	20.76	17.7	52.69	-0.28	-1.31
T14	3	2.63	3.5	18.51	8.47	-10.25
T15	2.62	2.37	3.45	17.3	6.88	-12.01
T16	2.17	2.11	3.4	16.04	2.99	-13.83
